complaint_id,crime_type,city,state,latitude,longitude,amount,complaint_hour,day_of_week,complaint_date,withdrawal_location,withdrawal_city,withdrawal_lat,withdrawal_lon,withdrawal_hour,distance_km,withdrawal_occurred
C02274,Phishing,Amritsar,Punjab,31.634,74.8723,94196,21,Monday,2026-07-27,BANK-AMR-04,Amritsar,31.56845,74.815417,1,8.77,0
C02275,Investment Fraud,Jalandhar,Punjab,31.326,75.5762,80259,22,Wednesday,2026-07-29,CSC-JAL-03,Jalandhar,31.342593,75.626839,3,0.73,1
C02276,Online Shopping Fraud,Jaipur,Rajasthan,26.9124,75.7873,35864,22,Monday,2026-08-24,ATM-JAI-04,Jaipur,26.863798,75.739697,3,8.16,0
C02277,UPI Fraud,Mumbai,Maharashtra,19.076,72.8777,56456,12,Friday,2026-04-10,BANK-MUM-06,Mumbai,19.008727,72.937774,13,10.96,0
C02278,UPI Fraud,Mumbai,Maharashtra,19.076,72.8777,171547,6,Wednesday,2026-08-26,ATM-MUM-01,Mumbai,19.077075,72.822598,8,2.7,1
C02279,KYC Update Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,140207,2,Thursday,2026-08-27,CSC-LUC-01,Lucknow,26.897209,80.877807,7,10.02,1
C02280,Loan Scam,Mumbai,Maharashtra,19.076,72.8777,24169,7,Tuesday,2026-01-13,ATM-MUM-01,Mumbai,19.077075,72.822598,8,16.09,0
C02281,KYC Update Fraud,Noida,Uttar Pradesh,28.5355,77.391,500000,16,Tuesday,2026-04-07,CSC-NOI-03,Noida,28.535392,77.444856,18,15.65,1
C02282,KYC Update Fraud,Ludhiana,Punjab,30.901,75.8573,75506,18,Wednesday,2026-02-11,BANK-LUD-03,Ludhiana,30.878635,75.809067,21,14.0,1
C02283,Online Shopping Fraud,Bengaluru,Karnataka,12.9716,77.5946,141750,5,Friday,2026-05-15,ATM-BEN-03,Bengaluru,13.038518,77.599179,11,11.62,0
C02284,Investment Fraud,Hyderabad,Telangana,17.385,78.4867,145246,20,Friday,2026-01-09,BANK-HYD-01,Hyderabad,17.450011,78.546748,22,1.43,1
C02285,UPI Fraud,Hyderabad,Telangana,17.385,78.4867,52499,6,Thursday,2026-09-10,BANK-HYD-03,Hyderabad,17.454321,78.507683,7,2.94,1
C02286,Investment Fraud,Chandigarh,Chandigarh,30.7333,76.7794,86117,17,Tuesday,2026-07-28,ATM-CHA-02,Chandigarh,30.784608,76.762618,18,15.99,1
C02287,Investment Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,100203,23,Sunday,2026-01-11,BANK-LUC-03,Lucknow,26.884304,80.923825,2,12.72,1
C02288,Investment Fraud,Noida,Uttar Pradesh,28.5355,77.391,152429,23,Saturday,2026-08-29,BANK-NOI-01,Noida,28.474766,77.448839,5,14.58,0
C02289,SIM Swap Fraud,Delhi,Delhi,28.6139,77.209,25615,22,Wednesday,2026-07-08,ATM-DEL-04,Delhi,28.658952,77.251706,2,14.27,1
C02290,Job Scam,Delhi,Delhi,28.6139,77.209,31491,3,Friday,2026-07-10,ATM-DEL-04,Delhi,28.658952,77.251706,9,16.16,0
C02291,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,350424,22,Wednesday,2026-07-01,ATM-HYD-05,Hyderabad,17.346458,78.464032,0,3.81,1
C02292,Investment Fraud,Patna,Bihar,25.5941,85.1376,36327,18,Tuesday,2026-06-30,BANK-PAT-04,Patna,25.554093,85.086124,0,4.12,0
C02293,Loan Scam,Delhi,Delhi,28.6139,77.209,148638,2,Monday,2026-05-04,ATM-DEL-04,Delhi,28.658952,77.251706,8,0.38,1
C02294,Job Scam,Bengaluru,Karnataka,12.9716,77.5946,41728,2,Tuesday,2026-05-05,CSC-BEN-05,Bengaluru,12.924718,77.598474,8,4.17,0
C02295,Job Scam,Delhi,Delhi,28.6139,77.209,22798,22,Tuesday,2026-05-05,BANK-DEL-03,Delhi,28.661899,77.24764,2,17.9,1
C02296,Job Scam,Jalandhar,Punjab,31.326,75.5762,85359,12,Saturday,2026-07-25,CSC-JAL-01,Jalandhar,31.320319,75.523676,13,12.64,0
C02297,KYC Update Fraud,Patna,Bihar,25.5941,85.1376,19776,21,Saturday,2026-03-14,ATM-PAT-03,Patna,25.596082,85.106587,0,12.11,0
C02298,Investment Fraud,Amritsar,Punjab,31.634,74.8723,81582,0,Thursday,2026-01-15,CSC-AMR-03,Amritsar,31.688905,74.814471,3,0.98,1
C02299,UPI Fraud,Patna,Bihar,25.5941,85.1376,30813,23,Wednesday,2026-06-03,ATM-PAT-03,Patna,25.596082,85.106587,5,4.01,1
C02300,Online Shopping Fraud,Ludhiana,Punjab,30.901,75.8573,148835,17,Wednesday,2026-08-26,ATM-LUD-02,Ludhiana,30.937233,75.809652,23,13.59,0
C02301,Investment Fraud,Noida,Uttar Pradesh,28.5355,77.391,39625,21,Tuesday,2026-02-10,CSC-NOI-03,Noida,28.535392,77.444856,22,10.5,1
C02302,SIM Swap Fraud,Jalandhar,Punjab,31.326,75.5762,34720,2,Friday,2026-07-03,CSC-JAL-04,Jalandhar,31.28292,75.515938,5,16.34,1
C02303,Phishing,Noida,Uttar Pradesh,28.5355,77.391,78969,14,Tuesday,2026-01-27,CSC-NOI-03,Noida,28.535392,77.444856,16,6.47,1
C02304,Job Scam,Ludhiana,Punjab,30.901,75.8573,206725,23,Sunday,2026-08-09,BANK-LUD-05,Ludhiana,30.949649,75.871822,4,4.41,1
C02305,Job Scam,Lucknow,Uttar Pradesh,26.8467,80.9462,39508,21,Friday,2026-06-26,CSC-LUC-01,Lucknow,26.897209,80.877807,3,16.65,1
C02306,Online Shopping Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,65330,11,Wednesday,2026-02-25,CSC-LUC-02,Lucknow,26.792737,81.00007,13,15.27,0
C02307,Loan Scam,Lucknow,Uttar Pradesh,26.8467,80.9462,36446,19,Wednesday,2026-08-05,CSC-LUC-01,Lucknow,26.897209,80.877807,1,3.38,1
C02308,Job Scam,Mumbai,Maharashtra,19.076,72.8777,67319,1,Sunday,2026-09-27,CSC-MUM-05,Mumbai,19.134589,72.891552,7,11.3,1
C02309,Investment Fraud,Bengaluru,Karnataka,12.9716,77.5946,258471,17,Thursday,2026-02-12,ATM-BEN-01,Bengaluru,12.90971,77.647521,19,8.01,1
C02310,Job Scam,Amritsar,Punjab,31.634,74.8723,102597,0,Sunday,2026-06-21,ATM-AMR-02,Amritsar,31.583535,74.816649,6,16.54,1
C02311,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,15280,4,Friday,2026-08-14,ATM-HYD-05,Hyderabad,17.346458,78.464032,5,16.58,1
C02312,Job Scam,Amritsar,Punjab,31.634,74.8723,125613,9,Tuesday,2026-09-15,ATM-AMR-01,Amritsar,31.567502,74.840804,10,2.87,1
C02313,SIM Swap Fraud,Chandigarh,Chandigarh,30.7333,76.7794,43584,9,Tuesday,2026-06-02,CSC-CHA-06,Chandigarh,30.752197,76.78418,15,4.5,1
C02314,KYC Update Fraud,Jalandhar,Punjab,31.326,75.5762,66037,20,Sunday,2026-07-05,CSC-JAL-01,Jalandhar,31.320319,75.523676,0,2.25,1
C02315,UPI Fraud,Bengaluru,Karnataka,12.9716,77.5946,79819,18,Wednesday,2026-05-27,ATM-BEN-03,Bengaluru,13.038518,77.599179,19,4.7,0
C02316,Investment Fraud,Noida,Uttar Pradesh,28.5355,77.391,261257,22,Friday,2026-02-13,ATM-NOI-05,Noida,28.569798,77.396457,4,8.86,1
C02317,Phishing,Hyderabad,Telangana,17.385,78.4867,500000,0,Sunday,2026-06-14,BANK-HYD-04,Hyderabad,17.440946,78.479908,6,11.01,1
C02318,Phishing,Noida,Uttar Pradesh,28.5355,77.391,32382,3,Thursday,2026-08-20,ATM-NOI-05,Noida,28.569798,77.396457,8,1.78,1
C02319,KYC Update Fraud,Mumbai,Maharashtra,19.076,72.8777,25014,21,Tuesday,2026-04-28,ATM-MUM-04,Mumbai,19.081513,72.916708,23,10.34,1
C02320,KYC Update Fraud,Noida,Uttar Pradesh,28.5355,77.391,29825,19,Wednesday,2026-04-22,CSC-NOI-04,Noida,28.529739,77.358083,23,8.93,1
C02321,Loan Scam,Delhi,Delhi,28.6139,77.209,47452,10,Wednesday,2026-02-11,ATM-DEL-01,Delhi,28.608616,77.176793,11,14.62,1
C02322,SIM Swap Fraud,Jalandhar,Punjab,31.326,75.5762,242940,4,Thursday,2026-09-24,CSC-JAL-03,Jalandhar,31.342593,75.626839,9,11.59,0
C02323,Loan Scam,Jalandhar,Punjab,31.326,75.5762,360807,10,Tuesday,2026-09-15,CSC-JAL-03,Jalandhar,31.342593,75.626839,14,7.52,0
C02324,Loan Scam,Hyderabad,Telangana,17.385,78.4867,104125,17,Tuesday,2026-06-02,BANK-HYD-04,Hyderabad,17.440946,78.479908,23,9.89,1
C02325,Investment Fraud,Ludhiana,Punjab,30.901,75.8573,140035,12,Monday,2026-03-09,ATM-LUD-02,Ludhiana,30.937233,75.809652,13,4.63,1
C02326,Job Scam,Ludhiana,Punjab,30.901,75.8573,80327,2,Monday,2026-03-23,BANK-LUD-03,Ludhiana,30.878635,75.809067,4,14.39,1
C02327,Investment Fraud,Mumbai,Maharashtra,19.076,72.8777,80807,22,Monday,2026-02-09,BANK-MUM-06,Mumbai,19.008727,72.937774,2,7.58,1
C02328,Investment Fraud,Amritsar,Punjab,31.634,74.8723,91614,18,Saturday,2026-02-14,ATM-AMR-05,Amritsar,31.63475,74.806015,22,10.79,1
C02329,SIM Swap Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,60398,2,Friday,2026-09-04,CSC-LUC-01,Lucknow,26.897209,80.877807,3,14.12,0
C02330,KYC Update Fraud,Amritsar,Punjab,31.634,74.8723,33290,11,Saturday,2026-02-28,ATM-AMR-06,Amritsar,31.664243,74.900485,16,12.18,0
C02331,Phishing,Noida,Uttar Pradesh,28.5355,77.391,37915,3,Friday,2026-04-03,ATM-NOI-05,Noida,28.569798,77.396457,8,13.64,0
C02332,Job Scam,Hyderabad,Telangana,17.385,78.4867,84764,5,Sunday,2026-07-05,BANK-HYD-04,Hyderabad,17.440946,78.479908,9,6.39,1
C02333,Online Shopping Fraud,Ludhiana,Punjab,30.901,75.8573,55553,11,Friday,2026-08-21,ATM-LUD-01,Ludhiana,30.893889,75.826247,13,12.48,0
C02334,SIM Swap Fraud,Mumbai,Maharashtra,19.076,72.8777,60130,21,Saturday,2026-03-14,BANK-MUM-06,Mumbai,19.008727,72.937774,2,7.41,1
C02335,Investment Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,68764,9,Tuesday,2026-01-13,CSC-LUC-05,Lucknow,26.899319,80.913074,11,8.76,1
C02336,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,113703,3,Friday,2026-03-13,BANK-AMR-04,Amritsar,31.56845,74.815417,9,17.32,1
C02337,SIM Swap Fraud,Jaipur,Rajasthan,26.9124,75.7873,45210,13,Wednesday,2026-04-01,BANK-JAI-06,Jaipur,26.925824,75.782827,19,2.25,1
C02338,Phishing,Jaipur,Rajasthan,26.9124,75.7873,59055,2,Tuesday,2026-06-02,BANK-JAI-02,Jaipur,26.873105,75.856955,3,2.29,1
C02339,SIM Swap Fraud,Mumbai,Maharashtra,19.076,72.8777,62453,22,Friday,2026-04-17,ATM-MUM-04,Mumbai,19.081513,72.916708,1,5.84,1
C02340,SIM Swap Fraud,Bengaluru,Karnataka,12.9716,77.5946,34244,22,Saturday,2026-09-19,ATM-BEN-02,Bengaluru,12.913591,77.592639,23,0.35,1
C02341,KYC Update Fraud,Chandigarh,Chandigarh,30.7333,76.7794,81830,10,Monday,2026-04-27,ATM-CHA-02,Chandigarh,30.784608,76.762618,16,14.1,0
C02342,Phishing,Bengaluru,Karnataka,12.9716,77.5946,56217,13,Friday,2026-03-27,ATM-BEN-01,Bengaluru,12.90971,77.647521,17,1.07,1
C02343,Online Shopping Fraud,Jaipur,Rajasthan,26.9124,75.7873,43068,1,Wednesday,2026-02-18,ATM-JAI-04,Jaipur,26.863798,75.739697,3,2.5,1
C02344,Phishing,Ludhiana,Punjab,30.901,75.8573,242985,19,Monday,2026-08-17,BANK-LUD-04,Ludhiana,30.845309,75.84049,23,6.22,1
C02345,Job Scam,Bengaluru,Karnataka,12.9716,77.5946,62703,22,Wednesday,2026-09-02,ATM-BEN-03,Bengaluru,13.038518,77.599179,3,3.15,0
C02346,KYC Update Fraud,Ludhiana,Punjab,30.901,75.8573,37809,1,Thursday,2026-03-05,BANK-LUD-05,Ludhiana,30.949649,75.871822,5,11.27,1
C02347,SIM Swap Fraud,Amritsar,Punjab,31.634,74.8723,14488,13,Monday,2026-02-09,ATM-AMR-01,Amritsar,31.567502,74.840804,19,17.88,1
C02348,Online Shopping Fraud,Ludhiana,Punjab,30.901,75.8573,67843,23,Tuesday,2026-08-25,BANK-LUD-04,Ludhiana,30.845309,75.84049,2,2.13,1
C02349,SIM Swap Fraud,Bengaluru,Karnataka,12.9716,77.5946,21826,13,Wednesday,2026-04-22,ATM-BEN-02,Bengaluru,12.913591,77.592639,18,9.6,1
C02350,UPI Fraud,Bengaluru,Karnataka,12.9716,77.5946,29984,14,Monday,2026-07-20,ATM-BEN-02,Bengaluru,12.913591,77.592639,20,2.33,1
C02351,Investment Fraud,Patna,Bihar,25.5941,85.1376,19612,22,Tuesday,2026-08-04,ATM-PAT-03,Patna,25.596082,85.106587,0,5.04,1
C02352,Job Scam,Amritsar,Punjab,31.634,74.8723,118948,4,Thursday,2026-01-29,CSC-AMR-03,Amritsar,31.688905,74.814471,6,9.43,1
C02353,Loan Scam,Chandigarh,Chandigarh,30.7333,76.7794,102942,22,Tuesday,2026-08-04,ATM-CHA-02,Chandigarh,30.784608,76.762618,0,8.83,1
C02354,Investment Fraud,Patna,Bihar,25.5941,85.1376,20083,2,Friday,2026-03-20,ATM-PAT-02,Patna,25.650859,85.187949,5,6.01,0
C02355,Job Scam,Ludhiana,Punjab,30.901,75.8573,98558,22,Thursday,2026-09-10,ATM-LUD-02,Ludhiana,30.937233,75.809652,0,7.48,1
C02356,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,13940,16,Thursday,2026-04-30,ATM-PAT-03,Patna,25.596082,85.106587,19,5.93,1
C02357,Investment Fraud,Jaipur,Rajasthan,26.9124,75.7873,93469,17,Tuesday,2026-01-27,BANK-JAI-06,Jaipur,26.925824,75.782827,21,6.28,0
C02358,SIM Swap Fraud,Amritsar,Punjab,31.634,74.8723,77135,9,Saturday,2026-06-06,CSC-AMR-03,Amritsar,31.688905,74.814471,14,16.49,1
C02359,Online Shopping Fraud,Patna,Bihar,25.5941,85.1376,176176,12,Wednesday,2026-02-25,ATM-PAT-01,Patna,25.623198,85.075842,14,1.48,1
C02360,KYC Update Fraud,Bengaluru,Karnataka,12.9716,77.5946,70949,23,Thursday,2026-04-09,ATM-BEN-04,Bengaluru,12.919575,77.59114,0,11.93,0
C02361,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,30187,1,Saturday,2026-06-06,ATM-AMR-05,Amritsar,31.63475,74.806015,7,15.87,0
C02362,UPI Fraud,Chandigarh,Chandigarh,30.7333,76.7794,120012,19,Thursday,2026-07-30,BANK-CHA-03,Chandigarh,30.752296,76.760477,21,16.26,1
C02363,Phishing,Mumbai,Maharashtra,19.076,72.8777,147294,6,Monday,2026-06-08,CSC-MUM-03,Mumbai,19.033848,72.860048,9,3.05,0
C02364,Online Shopping Fraud,Amritsar,Punjab,31.634,74.8723,65350,4,Sunday,2026-05-24,ATM-AMR-01,Amritsar,31.567502,74.840804,7,2.39,0
C02365,Phishing,Jaipur,Rajasthan,26.9124,75.7873,100622,11,Monday,2026-06-22,CSC-JAI-01,Jaipur,26.902381,75.798995,12,5.77,1
C02366,Phishing,Bengaluru,Karnataka,12.9716,77.5946,115712,12,Thursday,2026-04-09,ATM-BEN-03,Bengaluru,13.038518,77.599179,15,17.83,0
C02367,UPI Fraud,Bengaluru,Karnataka,12.9716,77.5946,268355,22,Friday,2026-09-18,ATM-BEN-01,Bengaluru,12.90971,77.647521,2,0.78,1
C02368,Loan Scam,Jaipur,Rajasthan,26.9124,75.7873,150779,2,Sunday,2026-05-17,ATM-JAI-04,Jaipur,26.863798,75.739697,7,12.89,1
C02369,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,36643,20,Monday,2026-03-30,BANK-HYD-01,Hyderabad,17.450011,78.546748,23,10.37,1
C02370,Investment Fraud,Ludhiana,Punjab,30.901,75.8573,119387,21,Friday,2026-01-09,BANK-LUD-03,Ludhiana,30.878635,75.809067,23,11.87,0
C02371,UPI Fraud,Delhi,Delhi,28.6139,77.209,109381,11,Monday,2026-07-13,CSC-DEL-02,Delhi,28.640243,77.169746,16,3.87,1
C02372,Investment Fraud,Mumbai,Maharashtra,19.076,72.8777,77427,5,Saturday,2026-05-02,CSC-MUM-05,Mumbai,19.134589,72.891552,8,4.8,1
C02373,Loan Scam,Jaipur,Rajasthan,26.9124,75.7873,82524,2,Thursday,2026-05-28,CSC-JAI-05,Jaipur,26.901502,75.726194,8,17.02,0
C02374,UPI Fraud,Noida,Uttar Pradesh,28.5355,77.391,84358,5,Wednesday,2026-08-19,ATM-NOI-05,Noida,28.569798,77.396457,6,11.51,0
C02375,Loan Scam,Bengaluru,Karnataka,12.9716,77.5946,43195,22,Wednesday,2026-05-20,CSC-BEN-05,Bengaluru,12.924718,77.598474,2,15.76,0
C02376,Investment Fraud,Noida,Uttar Pradesh,28.5355,77.391,64886,17,Monday,2026-06-15,CSC-NOI-04,Noida,28.529739,77.358083,21,2.51,1
C02377,UPI Fraud,Chandigarh,Chandigarh,30.7333,76.7794,58561,20,Tuesday,2026-01-20,CSC-CHA-05,Chandigarh,30.794432,76.800125,1,17.11,1
C02378,Job Scam,Delhi,Delhi,28.6139,77.209,59550,19,Saturday,2026-07-25,BANK-DEL-03,Delhi,28.661899,77.24764,23,8.39,1
C02379,KYC Update Fraud,Ludhiana,Punjab,30.901,75.8573,81679,22,Monday,2026-01-12,BANK-LUD-03,Ludhiana,30.878635,75.809067,2,11.3,0
C02380,UPI Fraud,Ludhiana,Punjab,30.901,75.8573,187326,21,Tuesday,2026-04-21,BANK-LUD-03,Ludhiana,30.878635,75.809067,3,7.24,1
C02381,SIM Swap Fraud,Jaipur,Rajasthan,26.9124,75.7873,81138,0,Tuesday,2026-06-16,CSC-JAI-01,Jaipur,26.902381,75.798995,1,12.45,1
C02382,Job Scam,Hyderabad,Telangana,17.385,78.4867,42805,15,Thursday,2026-05-14,CSC-HYD-02,Hyderabad,17.411581,78.516513,21,17.46,0
C02383,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,162914,8,Tuesday,2026-09-22,BANK-HYD-04,Hyderabad,17.440946,78.479908,11,15.47,1
C02384,KYC Update Fraud,Chandigarh,Chandigarh,30.7333,76.7794,109871,7,Thursday,2026-06-25,ATM-CHA-02,Chandigarh,30.784608,76.762618,13,14.38,1
C02385,Online Shopping Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,97598,21,Friday,2026-06-19,BANK-LUC-03,Lucknow,26.884304,80.923825,0,15.72,0
C02386,Online Shopping Fraud,Jaipur,Rajasthan,26.9124,75.7873,47265,22,Sunday,2026-07-12,CSC-JAI-05,Jaipur,26.901502,75.726194,3,11.75,0
C02387,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,74512,19,Tuesday,2026-01-27,ATM-PAT-01,Patna,25.623198,85.075842,22,0.68,1
C02388,KYC Update Fraud,Jalandhar,Punjab,31.326,75.5762,121368,17,Monday,2026-07-13,CSC-JAL-04,Jalandhar,31.28292,75.515938,22,8.44,1
C02389,UPI Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,64552,10,Tuesday,2026-04-21,BANK-LUC-03,Lucknow,26.884304,80.923825,12,4.04,1
C02390,SIM Swap Fraud,Jaipur,Rajasthan,26.9124,75.7873,93559,4,Wednesday,2026-05-06,BANK-JAI-02,Jaipur,26.873105,75.856955,5,6.86,1
C02391,KYC Update Fraud,Ludhiana,Punjab,30.901,75.8573,141976,12,Sunday,2026-01-25,BANK-LUD-03,Ludhiana,30.878635,75.809067,13,8.46,0
C02392,SIM Swap Fraud,Jalandhar,Punjab,31.326,75.5762,85062,10,Wednesday,2026-03-11,CSC-JAL-04,Jalandhar,31.28292,75.515938,14,14.7,1
C02393,Loan Scam,Lucknow,Uttar Pradesh,26.8467,80.9462,98386,19,Wednesday,2026-05-20,BANK-LUC-03,Lucknow,26.884304,80.923825,21,15.32,0
C02394,Job Scam,Lucknow,Uttar Pradesh,26.8467,80.9462,69320,23,Thursday,2026-01-15,CSC-LUC-05,Lucknow,26.899319,80.913074,1,8.71,1
C02395,UPI Fraud,Jalandhar,Punjab,31.326,75.5762,48277,11,Thursday,2026-09-03,BANK-JAL-02,Jalandhar,31.267032,75.547245,12,5.58,1
C02396,Investment Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,193358,0,Friday,2026-04-17,CSC-LUC-01,Lucknow,26.897209,80.877807,1,10.41,1
C02397,SIM Swap Fraud,Amritsar,Punjab,31.634,74.8723,109827,10,Friday,2026-07-10,ATM-AMR-05,Amritsar,31.63475,74.806015,15,17.7,0
C02398,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,121028,4,Tuesday,2026-07-07,BANK-HYD-04,Hyderabad,17.440946,78.479908,6,7.91,1
C02399,UPI Fraud,Hyderabad,Telangana,17.385,78.4867,99299,5,Monday,2026-01-19,CSC-HYD-06,Hyderabad,17.392549,78.499082,10,4.65,1
C02400,Loan Scam,Hyderabad,Telangana,17.385,78.4867,138658,1,Tuesday,2026-08-04,ATM-HYD-05,Hyderabad,17.346458,78.464032,7,13.32,0
C02401,Phishing,Ludhiana,Punjab,30.901,75.8573,117878,19,Sunday,2026-02-22,BANK-LUD-04,Ludhiana,30.845309,75.84049,0,1.65,1
C02402,KYC Update Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,125001,22,Thursday,2026-08-06,BANK-LUC-04,Lucknow,26.837567,80.939721,4,12.14,1
C02403,SIM Swap Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,78196,19,Friday,2026-07-24,CSC-LUC-05,Lucknow,26.899319,80.913074,23,0.58,1
C02404,Loan Scam,Jalandhar,Punjab,31.326,75.5762,53243,9,Sunday,2026-07-26,CSC-JAL-01,Jalandhar,31.320319,75.523676,14,5.19,1
C02405,Investment Fraud,Chandigarh,Chandigarh,30.7333,76.7794,38046,20,Friday,2026-01-02,BANK-CHA-03,Chandigarh,30.752296,76.760477,2,15.44,1
C02406,Investment Fraud,Lucknow,Uttar Pradesh,26.8467,80.9462,46219,2,Wednesday,2026-08-05,CSC-LUC-02,Lucknow,26.792737,81.00007,3,15.8,1
C02407,UPI Fraud,Jaipur,Rajasthan,26.9124,75.7873,31521,13,Sunday,2026-06-07,CSC-JAI-01,Jaipur,26.902381,75.798995,15,4.78,1
C02408,Loan Scam,Mumbai,Maharashtra,19.076,72.8777,55206,5,Friday,2026-03-27,ATM-MUM-01,Mumbai,19.077075,72.822598,8,0.6,0
C02409,Online Shopping Fraud,Hyderabad,Telangana,17.385,78.4867,43798,20,Sunday,2026-04-26,BANK-HYD-01,Hyderabad,17.450011,78.546748,2,9.81,0
C02410,SIM Swap Fraud,Patna,Bihar,25.5941,85.1376,71125,7,Friday,2026-07-31,ATM-PAT-01,Patna,25.623198,85.075842,11,17.46,0
C02411,Investment Fraud,Ludhiana,Punjab,30.901,75.8573,76494,2,Monday,2026-01-05,ATM-LUD-02,Ludhiana,30.937233,75.809652,5,17.13,0
C02412,Loan Scam,Mumbai,Maharashtra,19.076,72.8777,88187,19,Friday,2026-03-27,CSC-MUM-05,Mumbai,19.134589,72.891552,0,14.58,1
C02413,Job Scam,Bengaluru,Karnataka,12.9716,77.5946,25348,22,Sunday,2026-02-08,ATM-BEN-01,Bengaluru,12.90971,77.647521,2,6.97,1
C02414,Online Shopping Fraud,Bengaluru,Karnataka,12.9716,77.5946,85193,15,Tuesday,2026-04-21,CSC-BEN-05,Bengaluru,12.924718,77.598474,16,1.92,0
C02415,UPI Fraud,Amritsar,Punjab,31.634,74.8723,125771,23,Saturday,2026-04-11,ATM-AMR-02,Amritsar,31.583535,74.816649,2,12.75,0
C02416,Job Scam,Jalandhar,Punjab,31.326,75.5762,103672,1,Sunday,2026-03-22,BANK-JAL-02,Jalandhar,31.267032,75.547245,4,17.61,0
C02417,Phishing,Bengaluru,Karnataka,12.9716,77.5946,70164,0,Monday,2026-03-30,ATM-BEN-01,Bengaluru,12.90971,77.647521,2,17.83,1
C02418,Phishing,Jaipur,Rajasthan,26.9124,75.7873,59013,4,Saturday,2026-04-11,CSC-JAI-01,Jaipur,26.902381,75.798995,10,17.16,1
C02419,Investment Fraud,Amritsar,Punjab,31.634,74.8723,64274,21,Saturday,2026-01-31,ATM-AMR-06,Amritsar,31.664243,74.900485,22,12.91,0
C02420,SIM Swap Fraud,Bengaluru,Karnataka,12.9716,77.5946,117385,17,Saturday,2026-07-04,ATM-BEN-04,Bengaluru,12.919575,77.59114,23,13.42,1
C02421,Job Scam,Chandigarh,Chandigarh,30.7333,76.7794,273085,23,Tuesday,2026-06-16,ATM-CHA-02,Chandigarh,30.784608,76.762618,0,10.88,1
C02422,Job Scam,Jaipur,Rajasthan,26.9124,75.7873,186237,2,Wednesday,2026-06-24,CSC-JAI-05,Jaipur,26.901502,75.726194,5,1.95,1
C02423,Online Shopping Fraud,Patna,Bihar,25.5941,85.1376,27626,19,Monday,2026-03-23,BANK-PAT-04,Patna,25.554093,85.086124,1,14.89,0
C02424,Phishing,Jalandhar,Punjab,31.326,75.5762,186111,9,Sunday,2026-09-13,CSC-JAL-04,Jalandhar,31.28292,75.515938,13,17.2,1
C02425,Job Scam,Chandigarh,Chandigarh,30.7333,76.7794,57443,16,Saturday,2026-09-12,CSC-CHA-06,Chandigarh,30.752197,76.78418,22,14.45,0
C02426,Loan Scam,Hyderabad,Telangana,17.385,78.4867,85885,1,Thursday,2026-09-10,CSC-HYD-02,Hyderabad,17.411581,78.516513,6,3.09,1
C02427,KYC Update Fraud,Hyderabad,Telangana,17.385,78.4867,106762,15,Sunday,2026-05-17,CSC-HYD-02,Hyderabad,17.411581,78.516513,19,10.15,0
C02428,Loan Scam,Jalandhar,Punjab,31.326,75.5762,127915,6,Sunday,2026-02-15,CSC-JAL-01,Jalandhar,31.320319,75.523676,12,12.8,1
C02429,SIM Swap Fraud,Hyderabad,Telangana,17.385,78.4867,78917,21,Friday,2026-01-09,CSC-HYD-02,Hyderabad,17.411581,78.516513,0,4.94,1
C02430,Job Scam,Noida,Uttar Pradesh,28.5355,77.391,131724,5,Wednesday,2026-09-02,CSC-NOI-03,Noida,28.535392,77.444856,9,1.04,1
C02431,Phishing,Delhi,Delhi,28.6139,77.209,52318,23,Tuesday,2026-09-15,BANK-DEL-03,Delhi,28.661899,77.24764,4,3.92,1
C02432,Loan Scam,Jaipur,Rajasthan,26.9124,75.7873,75739,11,Wednesday,2026-07-01,CSC-JAI-05,Jaipur,26.901502,75.726194,13,16.7,0
C02433,Loan Scam,Jaipur,Rajasthan,26.9124,75.7873,88827,19,Thursday,2026-08-06,BANK-JAI-02,Jaipur,26.873105,75.856955,0,7.19,0
C02434,Online Shopping Fraud,Jaipur,Rajasthan,26.9124,75.7873,197938,21,Thursday,2026-03-12,CSC-JAI-01,Jaipur,26.902381,75.798995,22,16.62,1
C02435,Job Scam,Bengaluru,Karnataka,12.9716,77.5946,87236,22,Monday,2026-08-17,ATM-BEN-01,Bengaluru,12.90971,77.647521,3,3.97,1
